R,x,y,T,L,kappa,kappa_bulk
0.3,15,20,150,6.30957e-08,4.37974,0.372077
0.3,15,20,150,7.94328e-08,4.73756,0.402475
0.3,15,20,150,1e-07,5.09411,0.432765
0.3,15,20,150,1.25893e-07,5.44711,0.462754
0.3,15,20,150,1.58489e-07,5.79469,0.492282
0.3,15,20,150,1.99526e-07,6.13539,0.521226
0.3,15,20,150,2.51189e-07,6.46811,0.549492
0.3,15,20,150,3.16228e-07,6.79207,0.577014
0.3,15,20,150,3.98107e-07,7.10671,0.603743
0.3,15,20,150,5.01187e-07,7.41164,0.629649
0.3,15,20,150,6.30957e-07,7.70658,0.654705
0.3,15,20,150,7.94328e-07,7.99131,0.678894
0.3,15,20,150,1e-06,8.26571,0.702205
0.3,15,20,150,1.25893e-06,8.52974,0.724635
0.3,15,20,150,1.58489e-06,8.78349,0.746193
0.3,15,20,150,1.99526e-06,9.02722,0.766899
0.3,15,20,150,2.51189e-06,9.2613,0.786785
0.3,15,20,150,3.16228e-06,9.48614,0.805886
0.3,15,20,150,3.98107e-06,9.70213,0.824235
0.3,15,20,150,5.01187e-06,9.90945,0.841847
0.3,15,20,150,6.30957e-06,10.108,0.858713
0.3,15,20,150,7.94328e-06,10.2972,0.874792
0.3,15,20,150,1e-05,10.4764,0.890011
0.3,15,20,150,1.25893e-05,10.6443,0.904276
0.3,15,20,150,1.58489e-05,10.7998,0.917487
0.3,15,20,150,1.99526e-05,10.9418,0.929554
0.3,15,20,150,2.51189e-05,11.0697,0.940415
0.3,15,20,150,3.16228e-05,11.183,0.950043
0.3,15,20,150,3.98107e-05,11.282,0.958455
0.3,15,20,150,5.01187e-05,11.3673,0.965701
0.3,15,20,150,6.30957e-05,11.4399,0.971866
0.3,15,20,150,7.94328e-05,11.5009,0.977051
0.3,15,20,150,0.0001,11.5518,0.98137
0.3,15,20,200,1e-09,0.32551,0.0316482
0.3,15,20,200,1.25893e-09,0.396961,0.038595
0.3,15,20,200,1.58489e-09,0.481821,0.0468457
0.3,15,20,200,1.99526e-09,0.581789,0.0565652
0.3,15,20,200,2.51189e-09,0.698509,0.0679134
0.3,15,20,200,3.16228e-09,0.833483,0.0810365
0.3,15,20,200,3.98107e-09,0.987977,0.0960573
0.3,15,20,200,5.01187e-09,1.16292,0.113066
0.3,15,20,200,6.30957e-09,1.35879,0.13211
0.3,15,20,200,7.94328e-09,1.5756,0.15319
0.3,15,20,200,1e-08,1.8128,0.176251
0.3,15,20,200,1.25893e-08,2.06927,0.201187
0.3,15,20,200,1.58489e-08,2.3434,0.22784
0.3,15,20,200,1.99526e-08,2.63311,0.256007
0.3,15,20,200,2.51189e-08,2.93595,0.285452
0.3,15,20,200,3.16228e-08,3.24923,0.315911
0.3,15,20,200,3.98107e-08,3.57013,0.34711
0.3,15,20,200,5.01187e-08,3.8958,0.378774
0.3,15,20,200,6.30957e-08,4.22352,0.410637
0.3,15,20,200,7.94328e-08,4.55076,0.442453
0.3,15,20,200,1e-07,4.87525,0.474002
0.3,15,20,200,1.25893e-07,5.19507,0.505098
0.3,15,20,200,1.58489e-07,5.50864,0.535585
0.3,15,20,200,1.99526e-07,5.81469,0.565341
0.3,15,20,200,2.51189e-07,6.11224,0.59427
0.3,15,20,200,3.16228e-07,6.40054,0.622301
0.3,15,20,200,3.98107e-07,6.679,0.649374
0.3,15,20,200,5.01187e-07,6.94715,0.675445
0.3,15,20,200,6.30957e-07,7.20461,0.700478
0.3,15,20,200,7.94328e-07,7.45113,0.724446
0.3,15,20,200,1e-06,7.68656,0.747335
0.3,15,20,200,1.25893e-06,7.91089,0.769146
0.3,15,20,200,1.58489e-06,8.12428,0.789893
0.3,15,20,200,1.99526e-06,8.327,0.809603
0.3,15,20,200,2.51189e-06,8.51938,0.828308
0.3,15,20,200,3.16228e-06,8.70175,0.846039
0.3,15,20,200,3.98107e-06,8.8743,0.862815
0.3,15,20,200,5.01187e-06,9.03701,0.878635
0.3,15,20,200,6.30957e-06,9.18965,0.893475
0.3,15,20,200,7.94328e-06,9.33177,0.907293
0.3,15,20,200,1e-05,9.46281,0.920034
0.3,15,20,200,1.25893e-05,9.58225,0.931647
0.3,15,20,200,1.58489e-05,9.68971,0.942094
0.3,15,20,200,1.99526e-05,9.78507,0.951366
0.3,15,20,200,2.51189e-05,9.86853,0.95948
0.3,15,20,200,3.16228e-05,9.94061,0.966488
0.3,15,20,200,3.98107e-05,10.0021,0.972465
0.3,15,20,200,5.01187e-05,10.0539,0.977506
0.3,15,20,200,6.30957e-05,10.0972,0.981715
0.3,15,20,200,7.94328e-05,10.133,0.985198
0.3,15,20,200,0.0001,10.1625,0.98806
0.3,15,20,250,1e-09,0.330083,0.0357831
0.3,15,20,250,1.25893e-09,0.401552,0.0435308
0.3,15,20,250,1.58489e-09,0.486094,0.0526957
0.3,15,20,250,1.99526e-09,0.585255,0.0634454
0.3,15,20,250,2.51189e-09,0.700499,0.0759386
0.3,15,20,250,3.16228e-09,0.83312,0.0903155
0.3,15,20,250,3.98107e-09,0.984149,0.106688
0.3,15,20,250,5.01187e-09,1.15427,0.12513
0.3,15,20,250,6.30957e-09,1.34373,0.145669
0.3,15,20,250,7.94328e-09,1.5523,0.168279
0.3,15,20,250,1e-08,1.77924,0.192881
0.3,15,20,250,1.25893e-08,2.02332,0.219341
0.3,15,20,250,1.58489e-08,2.28285,0.247475
0.3,15,20,250,1.99526e-08,2.55574,0.277058
0.3,15,20,250,2.51189e-08,2.83963,0.307834
0.3,15,20,250,3.16228e-08,3.13198,0.339527
0.3,15,20,250,3.98107e-08,3.43017,0.371852
0.3,15,20,250,5.01187e-08,3.73161,0.40453
0.3,15,20,250,6.30957e-08,4.03385,0.437295
0.3,15,20,250,7.94328e-08,4.33464,0.469903
0.3,15,20,250,1e-07,4.632,0.502139
0.3,15,20,250,1.25893e-07,4.92425,0.53382
0.3,15,20,250,1.58489e-07,5.20996,0.564793
0.3,15,20,250,1.99526e-07,5.48801,0.594936
0.3,15,20,250,2.51189e-07,5.75748,0.624147
0.3,15,20,250,3.16228e-07,6.0176,0.652346
0.3,15,20,250,3.98107e-07,6.26777,0.679466
0.3,15,20,250,5.01187e-07,6.50748,0.705452
0.3,15,20,250,6.30957e-07,6.73633,0.730261
0.3,15,20,250,7.94328e-07,6.95407,0.753866
0.3,15,20,250,1e-06,7.16059,0.776253
0.3,15,20,250,1.25893e-06,7.35593,0.79743
0.3,15,20,250,1.58489e-06,7.54028,0.817415
0.3,15,20,250,1.99526e-06,7.71393,0.836239
0.3,15,20,250,2.51189e-06,7.87717,0.853935
0.3,15,20,250,3.16228e-06,8.03024,0.870529
0.3,15,20,250,3.98107e-06,8.17325,0.886033
0.3,15,20,250,5.01187e-06,8.30617,0.900442
0.3,15,20,250,6.30957e-06,8.42881,0.913737
0.3,15,20,250,7.94328e-06,8.54093,0.925892
0.3,15,20,250,1e-05,8.64232,0.936883
0.3,15,20,250,1.25893e-05,8.7329,0.946702
0.3,15,20,250,1.58489e-05,8.81278,0.955362
0.3,15,20,250,1.99526e-05,8.88231,0.9629
0.3,15,20,250,2.51189e-05,8.94209,0.969379
0.3,15,20,250,3.16228e-05,8.99287,0.974885
0.3,15,20,250,3.98107e-05,9.03556,0.979512
0.3,15,20,250,5.01187e-05,9.0711,0.983366
0.3,15,20,250,6.30957e-05,9.10046,0.986548
0.3,15,20,250,7.94328e-05,9.12453,0.989158
0.3,15,20,250,0.0001,9.14416,0.991285
0.3,15,20,300,1e-09,0.330841,0.0393171
0.3,15,20,300,1.25893e-09,0.401625,0.0477292
0.3,15,20,300,1.58489e-09,0.485068,0.0576455
0.3,15,20,300,1.99526e-09,0.582581,0.0692339
0.3,15,20,300,2.51189e-09,0.695467,0.0826493
0.3,15,20,300,3.16228e-09,0.824843,0.0980244
0.3,15,20,300,3.98107e-09,0.971554,0.11546
0.3,15,20,300,5.01187e-09,1.13609,0.135013
0.3,15,20,300,6.30957e-09,1.31853,0.156694
0.3,15,20,300,7.94328e-09,1.5185,0.180458
0.3,15,20,300,1e-08,1.73513,0.206203
0.3,15,20,300,1.25893e-08,1.96715,0.233776
0.3,15,20,300,1.58489e-08,2.21285,0.262975
0.3,15,20,300,1.99526e-08,2.47021,0.29356
0.3,15,20,300,2.51189e-08,2.73698,0.325263
0.3,15,20,300,3.16228e-08,3.01077,0.3578
0.3,15,20,300,3.98107e-08,3.28917,0.390885
0.3,15,20,300,5.01187e-08,3.56981,0.424236
0.3,15,20,300,6.30957e-08,3.85046,0.457589
0.3,15,20,300,7.94328e-08,4.12912,0.490705
0.3,15,20,300,1e-07,4.40399,0.523371
0.3,15,20,300,1.25893e-07,4.67356,0.555406
0.3,15,20,300,1.58489e-07,4.93653,0.586657
0.3,15,20,300,1.99526e-07,5.19185,0.616999
0.3,15,20,300,2.51189e-07,5.43861,0.646325
0.3,15,20,300,3.16228e-07,5.67608,0.674546
0.3,15,20,300,3.98107e-07,5.90363,0.701588
0.3,15,20,300,5.01187e-07,6.12075,0.72739
0.3,15,20,300,6.30957e-07,6.32705,0.751907
0.3,15,20,300,7.94328e-07,6.52232,0.775113
0.3,15,20,300,1e-06,6.70648,0.796998
0.3,15,20,300,1.25893e-06,6.87963,0.817575
0.3,15,20,300,1.58489e-06,7.04198,0.836869
0.3,15,20,300,1.99526e-06,7.1938,0.854911
0.3,15,20,300,2.51189e-06,7.33536,0.871734
0.3,15,20,300,3.16228e-06,7.46686,0.887362
0.3,15,20,300,3.98107e-06,7.5884,0.901806
0.3,15,20,300,5.01187e-06,7.69998,0.915066
0.3,15,20,300,6.30957e-06,7.80155,0.927136
0.3,15,20,300,7.94328e-06,7.89306,0.938011
0.3,15,20,300,1e-05,7.97457,0.947698
0.3,15,20,300,1.25893e-05,8.04629,0.956222
0.3,15,20,300,1.58489e-05,8.10863,0.96363
0.3,15,20,300,1.99526e-05,8.16215,0.969991
0.3,15,20,300,2.51189e-05,8.20759,0.975391
0.3,15,20,300,3.16228e-05,8.24577,0.979927
0.3,15,20,300,3.98107e-05,8.27754,0.983704
0.3,15,20,300,5.01187e-05,8.30378,0.986822
0.3,15,20,300,6.30957e-05,8.3253,0.989378
0.3,15,20,300,7.94328e-05,8.34283,0.991463
0.3,15,20,300,0.0001,8.35706,0.993154
0.3,15,20,400,1e-09,0.327879,0.0453093
0.3,15,20,400,1.25893e-09,0.396595,0.0548051
0.3,15,20,400,1.58489e-09,0.477131,0.0659342
0.3,15,20,400,1.99526e-09,0.570665,0.0788596
0.3,15,20,400,2.51189e-09,0.678246,0.0937262
0.3,15,20,400,3.16228e-09,0.800715,0.11065
0.3,15,20,400,3.98107e-09,0.938637,0.129709
0.3,15,20,400,5.01187e-09,1.09224,0.150936
0.3,15,20,400,6.30957e-09,1.26137,0.174308
0.3,15,20,400,7.94328e-09,1.44548,0.19975
0.3,15,20,400,1e-08,1.64362,0.22713
0.3,15,20,400,1.25893e-08,1.85447,0.256268
0.3,15,20,400,1.58489e-08,2.07642,0.286939
0.3,15,20,400,1.99526e-08,2.3076,0.318885
0.3,15,20,400,2.51189e-08,2.546,0.351829
0.3,15,20,400,3.16228e-08,2.78951,0.385479
0.3,15,20,400,3.98107e-08,3.03604,0.419548
0.3,15,20,400,5.01187e-08,3.28358,0.453755
0.3,15,20,400,6.30957e-08,3.53025,0.487842
0.3,15,20,400,7.94328e-08,3.77434,0.521573
0.3,15,20,400,1e-07,4.01434,0.554738
0.3,15,20,400,1.25893e-07,4.24893,0.587156
0.3,15,20,400,1.58489e-07,4.47698,0.61867
0.3,15,20,400,1.99526e-07,4.69751,0.649144
0.3,15,20,400,2.51189e-07,4.90966,0.678462
0.3,15,20,400,3.16228e-07,5.11273,0.706523
0.3,15,20,400,3.98107e-07,5.3061,0.733245
0.3,15,20,400,5.01187e-07,5.48932,0.758564
0.3,15,20,400,6.30957e-07,5.66207,0.782435
0.3,15,20,400,7.94328e-07,5.8242,0.80484
0.3,15,20,400,1e-06,5.97573,0.82578
0.3,15,20,400,1.25893e-06,6.11681,0.845276
0.3,15,20,400,1.58489e-06,6.24767,0.86336
0.3,15,20,400,1.99526e-06,6.36858,0.880068
0.3,15,20,400,2.51189e-06,6.47977,0.895433
0.3,15,20,400,3.16228e-06,6.58144,0.909483
0.3,15,20,400,3.98107e-06,6.67375,0.922239
0.3,15,20,400,5.01187e-06,6.75683,0.93372
0.3,15,20,400,6.30957e-06,6.83088,0.943953
0.3,15,20,400,7.94328e-06,6.89615,0.952972
0.3,15,20,400,1e-05,6.95303,0.960832
0.3,15,20,400,1.25893e-05,7.00203,0.967603
0.3,15,20,400,1.58489e-05,7.04377,0.973372
0.3,15,20,400,1.99526e-05,7.07896,0.978235
0.3,15,20,400,2.51189e-05,7.10836,0.982297
0.3,15,20,400,3.16228e-05,7.1327,0.985661
0.3,15,20,400,3.98107e-05,7.15272,0.988427
0.3,15,20,400,5.01187e-05,7.16907,0.990687
0.3,15,20,400,6.30957e-05,7.18237,0.992525
0.3,15,20,400,7.94328e-05,7.19313,0.994012
0.3,15,20,400,0.0001,7.20181,0.995211
0.3,15,20,500,1e-09,0.322863,0.0504204
0.3,15,20,500,1.25893e-09,0.389326,0.0607996
0.3,15,20,500,1.58489e-09,0.46684,0.0729048
0.3,15,20,500,1.99526e-09,0.556405,0.0868918
0.3,15,20,500,2.51189e-09,0.658871,0.102894
0.3,15,20,500,3.16228e-09,0.77488,0.12101
0.3,15,20,500,3.98107e-09,0.904805,0.1413
0.3,15,20,500,5.01187e-09,1.0487,0.163772
0.3,15,20,500,6.30957e-09,1.20629,0.188382
0.3,15,20,500,7.94328e-09,1.37693,0.215031
0.3,15,20,500,1e-08,1.55966,0.243567
0.3,15,20,500,1.25893e-08,1.7532,0.273791
0.3,15,20,500,1.58489e-08,1.95604,0.305468
0.3,15,20,500,1.99526e-08,2.16648,0.338331
0.3,15,20,500,2.51189e-08,2.38269,0.372096
0.3,15,20,500,3.16228e-08,2.60281,0.406471
0.3,15,20,500,3.98107e-08,2.82499,0.441169
0.3,15,20,500,5.01187e-08,3.04747,0.475912
0.3,15,20,500,6.30957e-08,3.26858,0.510443
0.3,15,20,500,7.94328e-08,3.48683,0.544527
0.3,15,20,500,1e-07,3.70088,0.577953
0.3,15,20,500,1.25893e-07,3.90952,0.610537
0.3,15,20,500,1.58489e-07,4.11173,0.642114
0.3,15,20,500,1.99526e-07,4.30657,0.672542
0.3,15,20,500,2.51189e-07,4.49325,0.701696
0.3,15,20,500,3.16228e-07,4.6711,0.72947
0.3,15,20,500,3.98107e-07,4.83957,0.755779
0.3,15,20,500,5.01187e-07,4.99826,0.780561
0.3,15,20,500,6.30957e-07,5.14694,0.803781
0.3,15,20,500,7.94328e-07,5.28555,0.825425
0.3,15,20,500,1e-06,5.41414,0.845507
0.3,15,20,500,1.25893e-06,5.5329,0.864054
0.3,15,20,500,1.58489e-06,5.64208,0.881104
0.3,15,20,500,1.99526e-06,5.74193,0.896698
0.3,15,20,500,2.51189e-06,5.83271,0.910874
0.3,15,20,500,3.16228e-06,5.91465,0.92367
0.3,15,20,500,3.98107e-06,5.98799,0.935123
0.3,15,20,500,5.01187e-06,6.05301,0.945277
0.3,15,20,500,6.30957e-06,6.11005,0.954185
0.3,15,20,500,7.94328e-06,6.15955,0.961915
0.3,15,20,500,1e-05,6.20204,0.96855
0.3,15,20,500,1.25893e-05,6.23812,0.974186
0.3,15,20,500,1.58489e-05,6.26847,0.978925
0.3,15,20,500,1.99526e-05,6.29376,0.982874
0.3,15,20,500,2.51189e-05,6.31467,0.986139
0.3,15,20,500,3.16228e-05,6.33183,0.98882
0.3,15,20,500,3.98107e-05,6.34584,0.991008
0.3,15,20,500,5.01187e-05,6.35722,0.992785
0.3,15,20,500,6.30957e-05,6.36642,0.994222
0.3,15,20,500,7.94328e-05,6.37384,0.995381
0.3,15,20,500,0.0001,6.3798,0.996311
0.3,15,5,100,1e-09,0.311513,0.0259733
0.3,15,5,100,1.25893e-09,0.380844,0.0317541
0.3,15,5,100,1.58489e-09,0.463484,0.0386445
0.3,15,5,100,1.99526e-09,0.561192,0.0467912
0.3,15,5,100,2.51189e-09,0.675694,0.0563382
0.3,15,5,100,3.16228e-09,0.808593,0.067419
0.3,15,5,100,3.98107e-09,0.961271,0.080149
0.3,15,5,100,5.01187e-09,1.13479,0.0946165
0.3,15,5,100,6.30957e-09,1.32979,0.110875
0.3,15,5,100,7.94328e-09,1.54643,0.128938
0.3,15,5,100,1e-08,1.78433,0.148775
0.3,15,5,100,1.25893e-08,2.04258,0.170307
0.3,15,5,100,1.58489e-08,2.31972,0.193414
0.3,15,5,100,1.99526e-08,2.61385,0.217938
0.3,15,5,100,2.51189e-08,2.92266,0.243686
0.3,15,5,100,3.16228e-08,3.24355,0.270442
0.3,15,5,100,3.98107e-08,3.57375,0.297973
0.3,15,5,100,5.01187e-08,3.91038,0.32604
0.3,15,5,100,6.30957e-08,4.25059,0.354406
0.3,15,5,100,7.94328e-08,4.59165,0.382843
0.3,15,5,100,1e-07,4.93109,0.411145
0.3,15,5,100,1.25893e-07,5.26679,0.439135
0.3,15,5,100,1.58489e-07,5.59704,0.466671
0.3,15,5,100,1.99526e-07,5.92066,0.493654
0.3,15,5,100,2.51189e-07,6.23694,0.520025
0.3,15,5,100,3.16228e-07,6.54562,0.545762
0.3,15,5,100,3.98107e-07,6.84683,0.570876
0.3,15,5,100,5.01187e-07,7.14093,0.595398
0.3,15,5,100,6.30957e-07,7.42843,0.619369
0.3,15,5,100,7.94328e-07,7.70986,0.642834
0.3,15,5,100,1e-06,7.98566,0.665829
0.3,15,5,100,1.25893e-06,8.25614,0.688382
0.3,15,5,100,1.58489e-06,8.52144,0.710502
0.3,15,5,100,1.99526e-06,8.78148,0.732184
0.3,15,5,100,2.51189e-06,9.03595,0.753401
0.3,15,5,100,3.16228e-06,9.28432,0.77411
0.3,15,5,100,3.98107e-06,9.52585,0.794248
0.3,15,5,100,5.01187e-06,9.75963,0.81374
0.3,15,5,100,6.30957e-06,9.98462,0.832499
0.3,15,5,100,7.94328e-06,10.1997,0.850432
0.3,15,5,100,1e-05,10.4037,0.867445
0.3,15,5,100,1.25893e-05,10.5957,0.88345
0.3,15,5,100,1.58489e-05,10.7746,0.898364
0.3,15,5,100,1.99526e-05,10.9395,0.912119
0.3,15,5,100,2.51189e-05,11.09,0.924662
0.3,15,5,100,3.16228e-05,11.2255,0.935965
0.3,15,5,100,3.98107e-05,11.3462,0.946023
0.3,15,5,100,5.01187e-05,11.4522,0.95486
0.3,15,5,100,6.30957e-05,11.5441,0.962528
0.3,15,5,100,7.94328e-05,11.623,0.969103
0.3,15,5,100,0.0001,11.6898,0.974676
0.3,15,5,150,1e-09,0.361747,0.0338688
0.3,15,5,150,1.25893e-09,0.440449,0.0412373
0.3,15,5,150,1.58489e-09,0.533656,0.0499638
0.3,15,5,150,1.99526e-09,0.643099,0.0602105
0.3,15,5,150,2.51189e-09,0.770413,0.0721304
0.3,15,5,150,3.16228e-09,0.917036,0.085858
0.3,15,5,150,3.98107e-09,1.08411,0.1015
0.3,15,5,150,5.01187e-09,1.27236,0.119125
0.3,15,5,150,6.30957e-09,1.48205,0.138757
0.3,15,5,150,7.94328e-09,1.71288,0.160369
0.3,15,5,150,1e-08,1.96398,0.183879
0.3,15,5,150,1.25893e-08,2.23394,0.209154
0.3,15,5,150,1.58489e-08,2.52083,0.236014
0.3,15,5,150,1.99526e-08,2.82227,0.264237
0.3,15,5,150,2.51189e-08,3.13558,0.29357
0.3,15,5,150,3.16228e-08,3.45784,0.323742
0.3,15,5,150,3.98107e-08,3.78604,0.35447
0.3,15,5,150,5.01187e-08,4.11719,0.385474
0.3,15,5,150,6.30957e-08,4.44841,0.416484
0.3,15,5,150,7.94328e-08,4.77707,0.447256
0.3,15,5,150,1e-07,5.1009,0.477575
0.3,15,5,150,1.25893e-07,5.41803,0.507266
0.3,15,5,150,1.58489e-07,5.72705,0.536198
0.3,15,5,150,1.99526e-07,6.02707,0.564287
0.3,15,5,150,2.51189e-07,6.3176,0.591488
0.3,15,5,150,3.16228e-07,6.59853,0.617791
0.3,15,5,150,3.98107e-07,6.87004,0.643211
0.3,15,5,150,5.01187e-07,7.13242,0.667777
0.3,15,5,150,6.30957e-07,7.38603,0.691521
0.3,15,5,150,7.94328e-07,7.6312,0.714475
0.3,15,5,150,1e-06,7.86817,0.736662
0.3,15,5,150,1.25893e-06,8.09706,0.758091
0.3,15,5,150,1.58489e-06,8.31785,0.778763
0.3,15,5,150,1.99526e-06,8.53041,0.798664
0.3,15,5,150,2.51189e-06,8.73444,0.817767
0.3,15,5,150,3.16228e-06,8.92956,0.836035
0.3,15,5,150,3.98107e-06,9.11526,0.853421
0.3,15,5,150,5.01187e-06,9.29098,0.869873
0.3,15,5,150,6.30957e-06,9.45609,0.885332
0.3,15,5,150,7.94328e-06,9.61002,0.899743
0.3,15,5,150,1e-05,9.75221,0.913056
0.3,15,5,150,1.25893e-05,9.88222,0.925228
0.3,15,5,150,1.58489e-05,9.99978,0.936235
0.3,15,5,150,1.99526e-05,10.1048,0.94607
0.3,15,5,150,2.51189e-05,10.1976,0.954752
0.3,15,5,150,3.16228e-05,10.2784,0.962321
0.3,15,5,150,3.98107e-05,10.348,0.968842
0.3,15,5,150,5.01187e-05,10.4074,0.974396
0.3,15,5,150,6.30957e-05,10.4574,0.979077
0.3,15,5,150,7.94328e-05,10.4991,0.982985
0.3,15,5,150,0.0001,10.5337,0.98622
0.3,15,5,200,1e-09,0.381485,0.0394718
0.3,15,5,200,1.25893e-09,0.463228,0.0479298
0.3,15,5,200,1.58489e-09,0.559616,0.057903
0.3,15,5,200,1.99526e-09,0.672265,0.0695586
0.3,15,5,200,2.51189e-09,0.802653,0.0830497
0.3,15,5,200,3.16228e-09,0.952021,0.0985047
0.3,15,5,200,3.98107e-09,1.12127,0.116017
0.3,15,5,200,5.01187e-09,1.31088,0.135635
0.3,15,5,200,6.30957e-09,1.52081,0.157356
0.3,15,5,200,7.94328e-09,1.75048,0.18112
0.3,15,5,200,1e-08,1.99874,0.206808
0.3,15,5,200,1.25893e-08,2.26394,0.234248
0.3,15,5,200,1.58489e-08,2.54394,0.263219
0.3,15,5,200,1.99526e-08,2.83624,0.293463
0.3,15,5,200,2.51189e-08,3.13806,0.324692
0.3,15,5,200,3.16228e-08,3.44649,0.356605
0.3,15,5,200,3.98107e-08,3.75859,0.388897
0.3,15,5,200,5.01187e-08,4.07149,0.421273
0.3,15,5,200,6.30957e-08,4.38255,0.453458
0.3,15,5,200,7.94328e-08,4.68939,0.485206
0.3,15,5,200,1e-07,4.99001,0.516312
0.3,15,5,200,1.25893e-07,5.28285,0.546611
0.3,15,5,200,1.58489e-07,5.56676,0.575987
0.3,15,5,200,1.99526e-07,5.84104,0.604367
0.3,15,5,200,2.51189e-07,6.10535,0.631715
0.3,15,5,200,3.16228e-07,6.35963,0.658025
0.3,15,5,200,3.98107e-07,6.60401,0.68331
0.3,15,5,200,5.01187e-07,6.83869,0.707593
0.3,15,5,200,6.30957e-07,7.06392,0.730897
0.3,15,5,200,7.94328e-07,7.2799,0.753244
0.3,15,5,200,1e-06,7.48675,0.774647
0.3,15,5,200,1.25893e-06,7.68452,0.79511
0.3,15,5,200,1.58489e-06,7.87318,0.81463
0.3,15,5,200,1.99526e-06,8.05262,0.833196
0.3,15,5,200,2.51189e-06,8.22264,0.850788
0.3,15,5,200,3.16228e-06,8.38299,0.86738
0.3,15,5,200,3.98107e-06,8.53338,0.882941
0.3,15,5,200,5.01187e-06,8.67349,0.897437
0.3,15,5,200,6.30957e-06,8.80298,0.910836
0.3,15,5,200,7.94328e-06,8.92159,0.923108
0.3,15,5,200,1e-05,9.02913,0.934236
0.3,15,5,200,1.25893e-05,9.12556,0.944213
0.3,15,5,200,1.58489e-05,9.21102,0.953055
0.3,15,5,200,1.99526e-05,9.28584,0.960797
0.3,15,5,200,2.51189e-05,9.35058,0.967496
0.3,15,5,200,3.16228e-05,9.40596,0.973225
0.3,15,5,200,3.98107e-05,9.45281,0.978073
0.3,15,5,200,5.01187e-05,9.49207,0.982135
0.3,15,5,200,6.30957e-05,9.52468,0.985509
0.3,15,5,200,7.94328e-05,9.55155,0.98829
0.3,15,5,200,0.0001,9.57356,0.990567
0.3,15,5,250,1e-09,0.389491,0.0438762
0.3,15,5,250,1.25893e-09,0.471974,0.0531679
0.3,15,5,250,1.58489e-09,0.568904,0.064087
0.3,15,5,250,1.99526e-09,0.681774,0.0768019
0.3,15,5,250,2.51189e-09,0.811913,0.0914621
0.3,15,5,250,3.16228e-09,0.960387,0.108188
0.3,15,5,250,3.98107e-09,1.1279,0.127059
0.3,15,5,250,5.01187e-09,1.31473,0.148105
0.3,15,5,250,6.30957e-09,1.52064,0.1713
0.3,15,5,250,7.94328e-09,1.74485,0.196557
0.3,15,5,250,1e-08,1.98607,0.223731
0.3,15,5,250,1.25893e-08,2.2425,0.252618
0.3,15,5,250,1.58489e-08,2.51194,0.282971
0.3,15,5,250,1.99526e-08,2.79187,0.314505
0.3,15,5,250,2.51189e-08,3.07956,0.346913
0.3,15,5,250,3.16228e-08,3.37218,0.379877
0.3,15,5,250,3.98107e-08,3.66695,0.413082
0.3,15,5,250,5.01187e-08,3.9612,0.446229
0.3,15,5,250,6.30957e-08,4.25249,0.479044
0.3,15,5,250,7.94328e-08,4.53872,0.511288
0.3,15,5,250,1e-07,4.81814,0.542763
0.3,15,5,250,1.25893e-07,5.08939,0.57332
0.3,15,5,250,1.58489e-07,5.35152,0.602849
0.3,15,5,250,1.99526e-07,5.60396,0.631286
0.3,15,5,250,2.51189e-07,5.84642,0.6586
0.3,15,5,250,3.16228e-07,6.07884,0.684782
0.3,15,5,250,3.98107e-07,6.30131,0.709843
0.3,15,5,250,5.01187e-07,6.51397,0.7338
0.3,15,5,250,6.30957e-07,6.71697,0.756668
0.3,15,5,250,7.94328e-07,6.91044,0.778462
0.3,15,5,250,1e-06,7.09445,0.799191
0.3,15,5,250,1.25893e-06,7.26904,0.818857
0.3,15,5,250,1.58489e-06,7.43417,0.83746
0.3,15,5,250,1.99526e-06,7.58979,0.854991
0.3,15,5,250,2.51189e-06,7.7358,0.871439
0.3,15,5,250,3.16228e-06,7.87207,0.886789
0.3,15,5,250,3.98107e-06,7.99843,0.901024
0.3,15,5,250,5.01187e-06,8.11473,0.914126
0.3,15,5,250,6.30957e-06,8.22086,0.926081
0.3,15,5,250,7.94328e-06,8.31676,0.936884
0.3,15,5,250,1e-05,8.40248,0.94654
0.3,15,5,250,1.25893e-05,8.47825,0.955075
0.3,15,5,250,1.58489e-05,8.54442,0.96253
0.3,15,5,250,1.99526e-05,8.60155,0.968966
0.3,15,5,250,2.51189e-05,8.65032,0.97446
0.3,15,5,250,3.16228e-05,8.69153,0.979101
0.3,15,5,250,3.98107e-05,8.726,0.982984
0.3,15,5,250,5.01187e-05,8.75459,0.986206
0.3,15,5,250,6.30957e-05,8.77814,0.988858
0.3,15,5,250,7.94328e-05,8.79741,0.991029
0.3,15,5,250,0.0001,8.81309,0.992795
0.3,15,5,300,1e-09,0.392369,0.0475815
0.3,15,5,300,1.25893e-09,0.474637,0.057558
0.3,15,5,300,1.58489e-09,0.571041,0.0692486
0.3,15,5,300,1.99526e-09,0.682955,0.0828202
0.3,15,5,300,2.51189e-09,0.811575,0.0984176
0.3,15,5,300,3.16228e-09,0.957815,0.116152
0.3,15,5,300,3.98107e-09,1.12223,0.13609
0.3,15,5,300,5.01187e-09,1.30492,0.158244
0.3,15,5,300,6.30957e-09,1.5055,0.182569
0.3,15,5,300,7.94328e-09,1.72309,0.208955
0.3,15,5,300,1e-08,1.95627,0.237232
0.3,15,5,300,1.25893e-08,2.20321,0.267178
