R,x,y,T,L,kappa,kappa_bulk
0.7,10,5,300,1.25893e-09,0.3916,0.0712926
0.7,10,5,300,1.58489e-09,0.463993,0.0844721
0.7,10,5,300,1.99526e-09,0.545968,0.0993961
0.7,10,5,300,2.51189e-09,0.63778,0.116111
0.7,10,5,300,3.16228e-09,0.73947,0.134624
0.7,10,5,300,3.98107e-09,0.85085,0.154901
0.7,10,5,300,5.01187e-09,0.971511,0.176868
0.7,10,5,300,6.30957e-09,1.10083,0.200411
0.7,10,5,300,7.94328e-09,1.23801,0.225385
0.7,10,5,300,1e-08,1.38209,0.251616
0.7,10,5,300,1.25893e-08,1.53204,0.278915
0.7,10,5,300,1.58489e-08,1.68676,0.307083
0.7,10,5,300,1.99526e-08,1.84517,0.335921
0.7,10,5,300,2.51189e-08,2.00622,0.365241
0.7,10,5,300,3.16228e-08,2.16897,0.394871
0.7,10,5,300,3.98107e-08,2.33263,0.424666
0.7,10,5,300,5.01187e-08,2.49652,0.454504
0.7,10,5,300,6.30957e-08,2.66014,0.484291
0.7,10,5,300,7.94328e-08,2.82307,0.513953
0.7,10,5,300,1e-07,2.98497,0.543428
0.7,10,5,300,1.25893e-07,3.14553,0.572658
0.7,10,5,300,1.58489e-07,3.3044,0.601581
0.7,10,5,300,1.99526e-07,3.46117,0.630122
0.7,10,5,300,2.51189e-07,3.61535,0.658192
0.7,10,5,300,3.16228e-07,3.76637,0.685685
0.7,10,5,300,3.98107e-07,3.91357,0.712483
0.7,10,5,300,5.01187e-07,4.05625,0.738459
0.7,10,5,300,6.30957e-07,4.1937,0.763482
0.7,10,5,300,7.94328e-07,4.32522,0.787427
0.7,10,5,300,1e-06,4.4502,0.810179
0.7,10,5,300,1.25893e-06,4.56805,0.831635
0.7,10,5,300,1.58489e-06,4.67833,0.851713
0.7,10,5,300,1.99526e-06,4.78068,0.870345
0.7,10,5,300,2.51189e-06,4.87484,0.887488
0.7,10,5,300,3.16228e-06,4.96067,0.903114
0.7,10,5,300,3.98107e-06,5.03815,0.917218
0.7,10,5,300,5.01187e-06,5.10735,0.929817
0.7,10,5,300,6.30957e-06,5.1685,0.94095
0.7,10,5,300,7.94328e-06,5.22194,0.950679
0.7,10,5,300,1e-05,5.26814,0.959089
0.7,10,5,300,1.25893e-05,5.30763,0.966279
0.7,10,5,300,1.58489e-05,5.34106,0.972366
0.7,10,5,300,1.99526e-05,5.36909,0.977468
0.7,10,5,300,2.51189e-05,5.39239,0.981711
0.7,10,5,300,3.16228e-05,5.41162,0.985211
0.7,10,5,300,3.98107e-05,5.42738,0.98808
0.7,10,5,300,5.01187e-05,5.44022,0.990418
0.7,10,5,300,6.30957e-05,5.45065,0.992316
0.7,10,5,300,7.94328e-05,5.45907,0.993848
0.7,10,5,300,0.0001,5.46585,0.995083
0.7,10,5,400,1e-09,0.32839,0.065526
0.7,10,5,400,1.25893e-09,0.390761,0.0779715
0.7,10,5,400,1.58489e-09,0.461889,0.0921641
0.7,10,5,400,1.99526e-09,0.54213,0.108175
0.7,10,5,400,2.51189e-09,0.631654,0.126038
0.7,10,5,400,3.16228e-09,0.730418,0.145746
0.7,10,5,400,3.98107e-09,0.838162,0.167245
0.7,10,5,400,5.01187e-09,0.954414,0.190441
0.7,10,5,400,6.30957e-09,1.07851,0.215202
0.7,10,5,400,7.94328e-09,1.20961,0.241363
0.7,10,5,400,1e-08,1.34678,0.268733
0.7,10,5,400,1.25893e-08,1.48899,0.297108
0.7,10,5,400,1.58489e-08,1.63517,0.326278
0.7,10,5,400,1.99526e-08,1.78432,0.356038
0.7,10,5,400,2.51189e-08,1.93547,0.386197
0.7,10,5,400,3.16228e-08,2.08777,0.416589
0.7,10,5,400,3.98107e-08,2.24053,0.44707
0.7,10,5,400,5.01187e-08,2.39317,0.477527
0.7,10,5,400,6.30957e-08,2.54524,0.507871
0.7,10,5,400,7.94328e-08,2.69637,0.538027
0.7,10,5,400,1e-07,2.84624,0.56793
0.7,10,5,400,1.25893e-07,2.99449,0.597512
0.7,10,5,400,1.58489e-07,3.14075,0.626696
0.7,10,5,400,1.99526e-07,3.28455,0.65539
0.7,10,5,400,2.51189e-07,3.42535,0.683484
0.7,10,5,400,3.16228e-07,3.56253,0.710858
0.7,10,5,400,3.98107e-07,3.69543,0.737377
0.7,10,5,400,5.01187e-07,3.82337,0.762906
0.7,10,5,400,6.30957e-07,3.94568,0.78731
0.7,10,5,400,7.94328e-07,4.06172,0.810465
0.7,10,5,400,1e-06,4.17096,0.832263
0.7,10,5,400,1.25893e-06,4.27296,0.852614
0.7,10,5,400,1.58489e-06,4.36736,0.871451
0.7,10,5,400,1.99526e-06,4.45394,0.888728
0.7,10,5,400,2.51189e-06,4.53261,0.904424
0.7,10,5,400,3.16228e-06,4.60336,0.918541
0.7,10,5,400,3.98107e-06,4.66632,0.931105
0.7,10,5,400,5.01187e-06,4.72175,0.942166
0.7,10,5,400,6.30957e-06,4.77002,0.951798
0.7,10,5,400,7.94328e-06,4.8116,0.960094
0.7,10,5,400,1e-05,4.84704,0.967165
0.7,10,5,400,1.25893e-05,4.87694,0.973132
0.7,10,5,400,1.58489e-05,4.90195,0.978122
0.7,10,5,400,1.99526e-05,4.9227,0.982262
0.7,10,5,400,2.51189e-05,4.93978,0.98567
0.7,10,5,400,3.16228e-05,4.95376,0.988459
0.7,10,5,400,3.98107e-05,4.96513,0.990729
0.7,10,5,400,5.01187e-05,4.97435,0.992569
0.7,10,5,400,6.30957e-05,4.98179,0.994054
0.7,10,5,400,7.94328e-05,4.98778,0.995249
0.7,10,5,400,0.0001,4.99259,0.996208
0.7,10,5,500,1e-09,0.325991,0.0703386
0.7,10,5,500,1.25893e-09,0.387153,0.0835354
0.7,10,5,500,1.58489e-09,0.456688,0.0985388
0.7,10,5,500,1.99526e-09,0.534885,0.115411
0.7,10,5,500,2.51189e-09,0.621844,0.134174
0.7,10,5,500,3.16228e-09,0.717465,0.154806
0.7,10,5,500,3.98107e-09,0.821437,0.17724
0.7,10,5,500,5.01187e-09,0.933249,0.201365
0.7,10,5,500,6.30957e-09,1.05222,0.227035
0.7,10,5,500,7.94328e-09,1.17751,0.254069
0.7,10,5,500,1e-08,1.30819,0.282266
0.7,10,5,500,1.25893e-08,1.44327,0.311412
0.7,10,5,500,1.58489e-08,1.58175,0.341292
0.7,10,5,500,1.99526e-08,1.72268,0.371699
0.7,10,5,500,2.51189e-08,1.86517,0.402445
0.7,10,5,500,3.16228e-08,2.00847,0.433365
0.7,10,5,500,3.98107e-08,2.15195,0.464323
0.7,10,5,500,5.01187e-08,2.2951,0.495209
0.7,10,5,500,6.30957e-08,2.4375,0.525936
0.7,10,5,500,7.94328e-08,2.57882,0.556427
0.7,10,5,500,1e-07,2.7187,0.58661
0.7,10,5,500,1.25893e-07,2.85679,0.616405
0.7,10,5,500,1.58489e-07,2.99267,0.645722
0.7,10,5,500,1.99526e-07,3.12583,0.674454
0.7,10,5,500,2.51189e-07,3.2557,0.702477
0.7,10,5,500,3.16228e-07,3.38168,0.729659
0.7,10,5,500,3.98107e-07,3.5031,0.755857
0.7,10,5,500,5.01187e-07,3.61931,0.780932
0.7,10,5,500,6.30957e-07,3.72969,0.804749
0.7,10,5,500,7.94328e-07,3.8337,0.827191
0.7,10,5,500,1e-06,3.93087,0.848156
0.7,10,5,500,1.25893e-06,4.02084,0.867569
0.7,10,5,500,1.58489e-06,4.10337,0.885377
0.7,10,5,500,1.99526e-06,4.17835,0.901555
0.7,10,5,500,2.51189e-06,4.24578,0.916103
0.7,10,5,500,3.16228e-06,4.30577,0.929048
0.7,10,5,500,3.98107e-06,4.35858,0.940443
0.7,10,5,500,5.01187e-06,4.40455,0.950362
0.7,10,5,500,6.30957e-06,4.44415,0.958906
0.7,10,5,500,7.94328e-06,4.47789,0.966186
0.7,10,5,500,1e-05,4.50637,0.972331
0.7,10,5,500,1.25893e-05,4.53018,0.977469
0.7,10,5,500,1.58489e-05,4.54994,0.981731
0.7,10,5,500,1.99526e-05,4.5662,0.985241
0.7,10,5,500,2.51189e-05,4.57951,0.988113
0.7,10,5,500,3.16228e-05,4.59035,0.990451
0.7,10,5,500,3.98107e-05,4.59913,0.992346
0.7,10,5,500,5.01187e-05,4.60622,0.993875
0.7,10,5,500,6.30957e-05,4.61192,0.995106
0.7,10,5,500,7.94328e-05,4.6165,0.996094
0.7,10,5,500,0.0001,4.62017,0.996886
0.7,15,1,100,1e-09,0.363732,0.0120272
0.7,15,1,100,1.25893e-09,0.450062,0.0148818
0.7,15,1,100,1.58489e-09,0.555133,0.0183561
0.7,15,1,100,1.99526e-09,0.682292,0.0225608
0.7,15,1,100,2.51189e-09,0.835211,0.0276173
0.7,15,1,100,3.16228e-09,1.01782,0.0336556
0.7,15,1,100,3.98107e-09,1.23423,0.0408112
0.7,15,1,100,5.01187e-09,1.48854,0.0492205
0.7,15,1,100,6.30957e-09,1.78476,0.0590153
0.7,15,1,100,7.94328e-09,2.12654,0.0703166
0.7,15,1,100,1e-08,2.517,0.0832276
0.7,15,1,100,1.25893e-08,2.95855,0.0978281
0.7,15,1,100,1.58489e-08,3.45272,0.114169
0.7,15,1,100,1.99526e-08,4.00004,0.132266
0.7,15,1,100,2.51189e-08,4.59998,0.152104
0.7,15,1,100,3.16228e-08,5.25097,0.17363
0.7,15,1,100,3.98107e-08,5.95046,0.196759
0.7,15,1,100,5.01187e-08,6.69505,0.22138
0.7,15,1,100,6.30957e-08,7.48067,0.247358
0.7,15,1,100,7.94328e-08,8.30281,0.274542
0.7,15,1,100,1e-07,9.15668,0.302777
0.7,15,1,100,1.25893e-07,10.0375,0.331902
0.7,15,1,100,1.58489e-07,10.9406,0.361763
0.7,15,1,100,1.99526e-07,11.8615,0.392214
0.7,15,1,100,2.51189e-07,12.7961,0.423118
0.7,15,1,100,3.16228e-07,13.7406,0.454349
0.7,15,1,100,3.98107e-07,14.6913,0.485786
0.7,15,1,100,5.01187e-07,15.6448,0.517313
0.7,15,1,100,6.30957e-07,16.5973,0.548809
0.7,15,1,100,7.94328e-07,17.545,0.580145
0.7,15,1,100,1e-06,18.4835,0.611181
0.7,15,1,100,1.25893e-06,19.4084,0.641761
0.7,15,1,100,1.58489e-06,20.3144,0.67172
0.7,15,1,100,1.99526e-06,21.1964,0.700886
0.7,15,1,100,2.51189e-06,22.0493,0.729088
0.7,15,1,100,3.16228e-06,22.8683,0.756167
0.7,15,1,100,3.98107e-06,23.649,0.781982
0.7,15,1,100,5.01187e-06,24.3877,0.806408
0.7,15,1,100,6.30957e-06,25.0813,0.829345
0.7,15,1,100,7.94328e-06,25.7274,0.850708
0.7,15,1,100,1e-05,26.3239,0.87043
0.7,15,1,100,1.25893e-05,26.8692,0.888463
0.7,15,1,100,1.58489e-05,27.3626,0.904776
0.7,15,1,100,1.99526e-05,27.8038,0.919368
0.7,15,1,100,2.51189e-05,28.1939,0.932266
0.7,15,1,100,3.16228e-05,28.5345,0.943529
0.7,15,1,100,3.98107e-05,28.8285,0.953249
0.7,15,1,100,5.01187e-05,29.0793,0.961542
0.7,15,1,100,6.30957e-05,29.291,0.968544
0.7,15,1,100,7.94328e-05,29.4681,0.974398
0.7,15,1,100,0.0001,29.6149,0.979252
0.7,15,1,150,1e-09,0.43158,0.0181944
0.7,15,1,150,1.25893e-09,0.53186,0.022422
0.7,15,1,150,1.58489e-09,0.653052,0.0275312
0.7,15,1,150,1.99526e-09,0.798581,0.0336664
0.7,15,1,150,2.51189e-09,0.972095,0.0409814
0.7,15,1,150,3.16228e-09,1.17737,0.0496353
0.7,15,1,150,3.98107e-09,1.41817,0.0597868
0.7,15,1,150,5.01187e-09,1.69808,0.0715871
0.7,15,1,150,6.30957e-09,2.02031,0.0851716
0.7,15,1,150,7.94328e-09,2.38749,0.100651
0.7,15,1,150,1e-08,2.80147,0.118104
0.7,15,1,150,1.25893e-08,3.26317,0.137568
0.7,15,1,150,1.58489e-08,3.77243,0.159037
0.7,15,1,150,1.99526e-08,4.32797,0.182458
0.7,15,1,150,2.51189e-08,4.92741,0.207729
0.7,15,1,150,3.16228e-08,5.56737,0.234708
0.7,15,1,150,3.98107e-08,6.24361,0.263216
0.7,15,1,150,5.01187e-08,6.95126,0.29305
0.7,15,1,150,6.30957e-08,7.68505,0.323985
0.7,15,1,150,7.94328e-08,8.43958,0.355794
0.7,15,1,150,1e-07,9.20948,0.388251
0.7,15,1,150,1.25893e-07,9.98969,0.421143
0.7,15,1,150,1.58489e-07,10.7755,0.454271
0.7,15,1,150,1.99526e-07,11.5627,0.487456
0.7,15,1,150,2.51189e-07,12.3473,0.520534
0.7,15,1,150,3.16228e-07,13.1259,0.553358
0.7,15,1,150,3.98107e-07,13.8951,0.585787
0.7,15,1,150,5.01187e-07,14.6517,0.617684
0.7,15,1,150,6.30957e-07,15.3925,0.648912
0.7,15,1,150,7.94328e-07,16.114,0.679328
0.7,15,1,150,1e-06,16.8127,0.708784
0.7,15,1,150,1.25893e-06,17.4851,0.737132
0.7,15,1,150,1.58489e-06,18.1278,0.764227
0.7,15,1,150,1.99526e-06,18.7375,0.789933
0.7,15,1,150,2.51189e-06,19.3116,0.814132
0.7,15,1,150,3.16228e-06,19.8475,0.836727
0.7,15,1,150,3.98107e-06,20.3437,0.857644
0.7,15,1,150,5.01187e-06,20.7988,0.876832
0.7,15,1,150,6.30957e-06,21.2124,0.894267
0.7,15,1,150,7.94328e-06,21.5844,0.909948
0.7,15,1,150,1e-05,21.9153,0.923901
0.7,15,1,150,1.25893e-05,22.2066,0.93618
0.7,15,1,150,1.58489e-05,22.46,0.946863
0.7,15,1,150,1.99526e-05,22.678,0.956054
0.7,15,1,150,2.51189e-05,22.8636,0.963879
0.7,15,1,150,3.16228e-05,23.02,0.970473
0.7,15,1,150,3.98107e-05,23.1506,0.97598
0.7,15,1,150,5.01187e-05,23.2588,0.980541
0.7,15,1,150,6.30957e-05,23.3478,0.984291
0.7,15,1,150,7.94328e-05,23.4205,0.987357
0.7,15,1,150,0.0001,23.4796,0.98985
0.7,15,1,200,1e-09,0.458892,0.0227232
0.7,15,1,200,1.25893e-09,0.563853,0.0279206
0.7,15,1,200,1.58489e-09,0.690068,0.0341704
0.7,15,1,200,1.99526e-09,0.840793,0.0416339
0.7,15,1,200,2.51189e-09,1.01943,0.0504793
0.7,15,1,200,3.16228e-09,1.22938,0.0608758
0.7,15,1,200,3.98107e-09,1.47395,0.0729862
0.7,15,1,200,5.01187e-09,1.75611,0.0869582
0.7,15,1,200,6.30957e-09,2.07835,0.102915
0.7,15,1,200,7.94328e-09,2.44246,0.120945
0.7,15,1,200,1e-08,2.84937,0.141094
0.7,15,1,200,1.25893e-08,3.29901,0.163359
0.7,15,1,200,1.58489e-08,3.79026,0.187684
0.7,15,1,200,1.99526e-08,4.32092,0.213961
0.7,15,1,200,2.51189e-08,4.88784,0.242033
0.7,15,1,200,3.16228e-08,5.48702,0.271703
0.7,15,1,200,3.98107e-08,6.11383,0.302741
0.7,15,1,200,5.01187e-08,6.76325,0.334899
0.7,15,1,200,6.30957e-08,7.4301,0.36792
0.7,15,1,200,7.94328e-08,8.10928,0.401551
0.7,15,1,200,1e-07,8.79591,0.435551
0.7,15,1,200,1.25893e-07,9.4855,0.469698
0.7,15,1,200,1.58489e-07,10.174,0.503788
0.7,15,1,200,1.99526e-07,10.8576,0.537641
0.7,15,1,200,2.51189e-07,11.5331,0.571089
0.7,15,1,200,3.16228e-07,12.1973,0.603978
0.7,15,1,200,3.98107e-07,12.8472,0.636163
0.7,15,1,200,5.01187e-07,13.48,0.667497
0.7,15,1,200,6.30957e-07,14.0927,0.697837
0.7,15,1,200,7.94328e-07,14.6825,0.72704
0.7,15,1,200,1e-06,15.2465,0.754965
0.7,15,1,200,1.25893e-06,15.7819,0.78148
0.7,15,1,200,1.58489e-06,16.2864,0.806463
0.7,15,1,200,1.99526e-06,16.7579,0.82981
0.7,15,1,200,2.51189e-06,17.1948,0.851442
0.7,15,1,200,3.16228e-06,17.5958,0.8713
0.7,15,1,200,3.98107e-06,17.9605,0.889358
0.7,15,1,200,5.01187e-06,18.2888,0.905613
0.7,15,1,200,6.30957e-06,18.5812,0.920094
0.7,15,1,200,7.94328e-06,18.839,0.932857
0.7,15,1,200,1e-05,19.0637,0.943984
0.7,15,1,200,1.25893e-05,19.2575,0.953581
0.7,15,1,200,1.58489e-05,19.4229,0.961771
0.7,15,1,200,1.99526e-05,19.5626,0.968692
0.7,15,1,200,2.51189e-05,19.6797,0.974488
0.7,15,1,200,3.16228e-05,19.7769,0.979301
0.7,15,1,200,3.98107e-05,19.857,0.983269
0.7,15,1,200,5.01187e-05,19.9226,0.986518
0.7,15,1,200,6.30957e-05,19.9761,0.989166
0.7,15,1,200,7.94328e-05,20.0195,0.991313
0.7,15,1,200,0.0001,20.0545,0.993047
0.7,15,1,250,1e-09,0.470025,0.0263589
0.7,15,1,250,1.25893e-09,0.576165,0.0323112
0.7,15,1,250,1.58489e-09,0.703292,0.0394405
0.7,15,1,250,1.99526e-09,0.854454,0.0479177
0.7,15,1,250,2.51189e-09,1.03277,0.0579176
0.7,15,1,250,3.16228e-09,1.2413,0.069612
0.7,15,1,250,3.98107e-09,1.4829,0.083161
0.7,15,1,250,5.01187e-09,1.76005,0.0987035
0.7,15,1,250,6.30957e-09,2.07466,0.116346
0.7,15,1,250,7.94328e-09,2.42788,0.136155
0.7,15,1,250,1e-08,2.82002,0.158146
0.7,15,1,250,1.25893e-08,3.25038,0.182281
0.7,15,1,250,1.58489e-08,3.71729,0.208465
0.7,15,1,250,1.99526e-08,4.2181,0.236551
0.7,15,1,250,2.51189e-08,4.74935,0.266343
0.7,15,1,250,3.16228e-08,5.3069,0.297611
0.7,15,1,250,3.98107e-08,5.88618,0.330096
0.7,15,1,250,5.01187e-08,6.48239,0.363531
0.7,15,1,250,6.30957e-08,7.09072,0.397647
0.7,15,1,250,7.94328e-08,7.70657,0.432183
0.7,15,1,250,1e-07,8.32561,0.466899
0.7,15,1,250,1.25893e-07,8.9439,0.501573
0.7,15,1,250,1.58489e-07,9.55786,0.536004
0.7,15,1,250,1.99526e-07,10.1642,0.57001
0.7,15,1,250,2.51189e-07,10.7601,0.603423
0.7,15,1,250,3.16228e-07,11.3425,0.636084
0.7,15,1,250,3.98107e-07,11.9088,0.667842
0.7,15,1,250,5.01187e-07,12.4563,0.698548
0.7,15,1,250,6.30957e-07,12.9825,0.728056
0.7,15,1,250,7.94328e-07,13.4848,0.756227
0.7,15,1,250,1e-06,13.961,0.782929
0.7,15,1,250,1.25893e-06,14.4088,0.808045
0.7,15,1,250,1.58489e-06,14.8266,0.831474
0.7,15,1,250,1.99526e-06,15.2129,0.853137
0.7,15,1,250,2.51189e-06,15.5667,0.872981
0.7,15,1,250,3.16228e-06,15.8877,0.890983
0.7,15,1,250,3.98107e-06,16.176,0.907146
0.7,15,1,250,5.01187e-06,16.4321,0.921508
0.7,15,1,250,6.30957e-06,16.6572,0.934134
0.7,15,1,250,7.94328e-06,16.853,0.945114
0.7,15,1,250,1e-05,17.0215,0.954563
0.7,15,1,250,1.25893e-05,17.165,0.962612
0.7,15,1,250,1.58489e-05,17.2861,0.969402
0.7,15,1,250,1.99526e-05,17.3874,0.975081
0.7,15,1,250,2.51189e-05,17.4713,0.979791
0.7,15,1,250,3.16228e-05,17.5405,0.983671
0.7,15,1,250,3.98107e-05,17.5972,0.986846
0.7,15,1,250,5.01187e-05,17.6433,0.989432
0.7,15,1,250,6.30957e-05,17.6806,0.991527
0.7,15,1,250,7.94328e-05,17.7108,0.99322
0.7,15,1,250,0.0001,17.7351,0.994582
0.7,15,1,300,1e-09,0.474019,0.0294682
0.7,15,1,300,1.25893e-09,0.579885,0.0360495
0.7,15,1,300,1.58489e-09,0.706263,0.043906
0.7,15,1,300,1.99526e-09,0.855995,0.0532143
0.7,15,1,300,2.51189e-09,1.03194,0.0641521
0.7,15,1,300,3.16228e-09,1.23684,0.0768901
0.7,15,1,300,3.98107e-09,1.47319,0.0915831
0.7,15,1,300,5.01187e-09,1.74303,0.108359
0.7,15,1,300,6.30957e-09,2.04784,0.127307
0.7,15,1,300,7.94328e-09,2.3883,0.148472
0.7,15,1,300,1e-08,2.76425,0.171844
0.7,15,1,300,1.25893e-08,3.1746,0.197354
0.7,15,1,300,1.58489e-08,3.61734,0.224878
0.7,15,1,300,1.99526e-08,4.08962,0.254238
0.7,15,1,300,2.51189e-08,4.58787,0.285212
0.7,15,1,300,3.16228e-08,5.10802,0.317548
0.7,15,1,300,3.98107e-08,5.64569,0.350974
0.7,15,1,300,5.01187e-08,6.19641,0.38521
0.7,15,1,300,6.30957e-08,6.75579,0.419985
0.7,15,1,300,7.94328e-08,7.31967,0.455039
0.7,15,1,300,1e-07,7.88419,0.490134
0.7,15,1,300,1.25893e-07,8.44587,0.525051
0.7,15,1,300,1.58489e-07,9.00149,0.559592
0.7,15,1,300,1.99526e-07,9.54811,0.593574
0.7,15,1,300,2.51189e-07,10.083,0.626827
0.7,15,1,300,3.16228e-07,10.6036,0.659187
0.7,15,1,300,3.98107e-07,11.1073,0.6905
0.7,15,1,300,5.01187e-07,11.5917,0.720615
0.7,15,1,300,6.30957e-07,12.0545,0.749387
0.7,15,1,300,7.94328e-07,12.4935,0.776681
0.7,15,1,300,1e-06,12.9069,0.802378
0.7,15,1,300,1.25893e-06,13.2928,0.826371
0.7,15,1,300,1.58489e-06,13.6501,0.848578
0.7,15,1,300,1.99526e-06,13.9776,0.868942
0.7,15,1,300,2.51189e-06,14.275,0.887431
0.7,15,1,300,3.16228e-06,14.5424,0.904049
0.7,15,1,300,3.98107e-06,14.7801,0.918829
0.7,15,1,300,5.01187e-06,14.9893,0.931832
0.7,15,1,300,6.30957e-06,15.1714,0.943153
0.7,15,1,300,7.94328e-06,15.3282,0.952904
0.7,15,1,300,1e-05,15.462,0.961218
0.7,15,1,300,1.25893e-05,15.5749,0.96824
0.7,15,1,300,1.58489e-05,15.6695,0.974118
0.7,15,1,300,1.99526e-05,15.748,0.978998
0.7,15,1,300,2.51189e-05,15.8127,0.983022
0.7,15,1,300,3.16228e-05,15.8657,0.986317
0.7,15,1,300,3.98107e-05,15.9089,0.989003
0.7,15,1,300,5.01187e-05,15.9439,0.991181
0.7,15,1,300,6.30957e-05,15.9722,0.99294
0.7,15,1,300,7.94328e-05,15.995,0.994357
0.7,15,1,300,0.0001,16.0133,0.995495
0.7,15,1,400,1e-09,0.47329,0.0347699
0.7,15,1,400,1.25893e-09,0.577019,0.0423903
0.7,15,1,400,1.58489e-09,0.700166,0.0514372
0.7,15,1,400,1.99526e-09,0.845207,0.0620925
0.7,15,1,400,2.51189e-09,1.01455,0.0745335
0.7,15,1,400,3.16228e-09,1.21044,0.0889241
0.7,15,1,400,3.98107e-09,1.43476,0.105404
0.7,15,1,400,5.01187e-09,1.68894,0.124077
0.7,15,1,400,6.30957e-09,1.97376,0.145001
0.7,15,1,400,7.94328e-09,2.2893,0.168182
0.7,15,1,400,1e-08,2.63481,0.193564
0.7,15,1,400,1.25893e-08,3.00872,0.221034
0.7,15,1,400,1.58489e-08,3.40873,0.25042
0.7,15,1,400,1.99526e-08,3.83186,0.281505
0.7,15,1,400,2.51189e-08,4.27466,0.314035
0.7,15,1,400,3.16228e-08,4.73336,0.347733
0.7,15,1,400,3.98107e-08,5.20406,0.382313
0.7,15,1,400,5.01187e-08,5.68293,0.417493
0.7,15,1,400,6.30957e-08,6.16628,0.453002
0.7,15,1,400,7.94328e-08,6.65068,0.488588
0.7,15,1,400,1e-07,7.13297,0.524019
0.7,15,1,400,1.25893e-07,7.61024,0.559081
0.7,15,1,400,1.58489e-07,8.0798,0.593577
0.7,15,1,400,1.99526e-07,8.53913,0.627321
0.7,15,1,400,2.51189e-07,8.98583,0.660138
0.7,15,1,400,3.16228e-07,9.41762,0.691859
0.7,15,1,400,3.98107e-07,9.83232,0.722325
0.7,15,1,400,5.01187e-07,10.2279,0.751385
0.7,15,1,400,6.30957e-07,10.6025,0.778902
0.7,15,1,400,7.94328e-07,10.9543,0.804753
0.7,15,1,400,1e-06,11.2822,0.828835
0.7,15,1,400,1.25893e-06,11.5848,0.851069
0.7,15,1,400,1.58489e-06,11.8616,0.8714
0.7,15,1,400,1.99526e-06,12.1121,0.889807
0.7,15,1,400,2.51189e-06,12.3366,0.906297
0.7,15,1,400,3.16228e-06,12.5355,0.920914
0.7,15,1,400,3.98107e-06,12.71,0.933731
0.7,15,1,400,5.01187e-06,12.8614,0.94485
0.7,15,1,400,6.30957e-06,12.9913,0.954397
0.7,15,1,400,7.94328e-06,13.1018,0.962512
0.7,15,1,400,1e-05,13.1948,0.969346
0.7,15,1,400,1.25893e-05,13.2725,0.975051
0.7,15,1,400,1.58489e-05,13.3368,0.979778
0.7,15,1,400,1.99526e-05,13.3897,0.983668
0.7,15,1,400,2.51189e-05,13.433,0.986848
0.7,15,1,400,3.16228e-05,13.4683,0.989436
0.7,15,1,400,3.98107e-05,13.4968,0.991533
0.7,15,1,400,5.01187e-05,13.5198,0.993225
0.7,15,1,400,6.30957e-05,13.5384,0.994587
0.7,15,1,400,7.94328e-05,13.5532,0.99568
0.7,15,1,400,0.0001,13.5652,0.996555
0.7,15,1,500,1e-09,0.468277,0.0393514
0.7,15,1,500,1.25893e-09,0.569267,0.0478381
0.7,15,1,500,1.58489e-09,0.688618,0.0578676
0.7,15,1,500,1.99526e-09,0.828497,0.0696224
0.7,15,1,500,2.51189e-09,0.990966,0.0832753
0.7,15,1,500,3.16228e-09,1.17785,0.0989799
0.7,15,1,500,3.98107e-09,1.3906,0.116859
0.7,15,1,500,5.01187e-09,1.63019,0.136993
0.7,15,1,500,6.30957e-09,1.89696,0.15941
0.7,15,1,500,7.94328e-09,2.19056,0.184083
0.7,15,1,500,1e-08,2.50992,0.21092
0.7,15,1,500,1.25893e-08,2.85326,0.239772
0.7,15,1,500,1.58489e-08,3.21818,0.270438
0.7,15,1,500,1.99526e-08,3.60178,0.302674
0.7,15,1,500,2.51189e-08,4.00082,0.336207
0.7,15,1,500,3.16228e-08,4.4119,0.370752
0.7,15,1,500,3.98107e-08,4.83157,0.406018
0.7,15,1,500,5.01187e-08,5.25649,0.441727
0.7,15,1,500,6.30957e-08,5.68354,0.477614
0.7,15,1,500,7.94328e-08,6.10978,0.513432
0.7,15,1,500,1e-07,6.5325,0.548955
0.7,15,1,500,1.25893e-07,6.94918,0.583971
0.7,15,1,500,1.58489e-07,7.35746,0.618281
0.7,15,1,500,1.99526e-07,7.75509,0.651696
0.7,15,1,500,2.51189e-07,8.13994,0.684036
0.7,15,1,500,3.16228e-07,8.50995,0.71513
0.7,15,1,500,3.98107e-07,8.86324,0.744818
0.7,15,1,500,5.01187e-07,9.19806,0.772955
0.7,15,1,500,6.30957e-07,9.51287,0.79941
0.7,15,1,500,7.94328e-07,9.80638,0.824074
0.7,15,1,500,1e-06,10.0776,0.846863
0.7,15,1,500,1.25893e-06,10.3257,0.867717
0.7,15,1,500,1.58489e-06,10.5505,0.88661
0.7,15,1,500,1.99526e-06,10.7521,0.903547
0.7,15,1,500,2.51189e-06,10.9308,0.918568
0.7,15,1,500,3.16228e-06,11.0877,0.931747
0.7,15,1,500,3.98107e-06,11.2238,0.943185
0.7,15,1,500,5.01187e-06,11.3407,0.953009
0.7,15,1,500,6.30957e-06,11.4401,0.961363
0.7,15,1,500,7.94328e-06,11.5238,0.9684
0.7,15,1,500,1e-05,11.5938,0.974277
0.7,15,1,500,1.25893e-05,11.6517,0.979147
0.7,15,1,500,1.58489e-05,11.6994,0.983156
0.7,15,1,500,1.99526e-05,11.7384,0.986434
0.7,15,1,500,2.51189e-05,11.7702,0.989103
0.7,15,1,500,3.16228e-05,11.7959,0.991265
